property_title,postal_code,monthly_price,weekly_price,bedroom,baths,tenants,location,deposit,rent,bills_included,students only,student_friendly,families_allowed,pets_allowed,smokers_allowed,available_from,minimum_tenancy,garden,parking,fireplace,furnishing,url,epc_rating,description
"1 Bed Flat, Crawford Building, E1",E1,"£2,600.00",£600.00,1,1,2,London,"£3,000.00","£2,600.00",No,-,Yes,Yes,No,No,"15 September, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-crawford-building-e1/2208516,,"Secure contemporary building with concierge above Aldgate East StationFully furnished 1 bedroom apartment on 15th floorBedroom with a built in wardrobe, a double bed, a full length mirror and bedside tables with lampsOpen plan Reception with a sofa, TV stand, a drawer, a table and 2 chairs (all furniture has recently been renewed)Modern fully fitted Kitchen with a dishwasher, hob and oven, fridge, wine fridgeWasher-dryer (newly installed) in the utility unit in the hallwayEntry phoneAvailable now for a 12 month contract5 weeks' deposit required, bills are not included. No agents please."
"1 Bed Flat, Crawford Building, E1",E1,"£2,600.00",£600.00,1,1,2,London,"£3,000.00","£2,600.00",No,Yes,-,No,No,No,"15 September, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-crawford-building-e1/2215264,,"Secure contemporary building with concierge above Aldgate East StationFully furnished 1 Bed apartment on 15th floorBedroom with built in wardrobeOpen plan Reception with modern KitchenAvailable now for a 12 month contractVideo of the apartment available on request.5 weeks' deposit required, bills are not included. No agents please."
"1 Bed Flat, Mansell Street, E1",E1,"£2,250.00",£519.23,1,1,2,London,"£2,250.00","£2,250.00",No,-,Yes,Yes,No,No,Today,10 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-mansell-street-e1/2184573,,"An outstanding one-bedroom apartment located in a secure modern residential development in the heart of the City. The property is conveniently located in a close proximity to the amenities of Tower Bridge, Aldgate, and the City, while the convenient transport links include Tower Gateway, Aldgate, and Tower Hill Underground Stations.Comprising a bright living room with large windows and a spacious balcony; a separate modern fitted kitchen suite with integrated appliances including a washing machine, large fridge-freezer, dish-washing machine, microwave, toaster, kettle, and hob; a spacious double bedroom with  fitted wardrobe space; plus a modern bathroom suite. Additional storage space and utility cupboard in the hallway.The property also benefit from a dedicated concierge service for your convenience and security.This apartment is ideal for professionals working in the City of London or Canary Wharf. Its strategic location and superior amenities provide a comfortable and convenient living experience.For more information or to arrange a viewing, please contact us."
"1 Bed Flat, One Crown Place, EC2A",EC2A,"£3,683.33",£850.00,1,1,2,City Of London,"£4,249.99","£3,683.33",No,-,Yes,Yes,Yes,Yes,Today,12 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/city-of-london/1-bed-flat-one-crown-place-ec2a/2128999,,"A stunning 1 bedroom apartment in the sought after iconic development One Crown Place, EC2A, situated in the City of London.This contemporary 1 bedroom apartment in situated within this stunning residential development, One Crown Place, located walking distance from London Liverpool Street & Moorgate Station. Comprising open-plan living area, stunning oak wood herringbone wood flooring leading to a private winter garden with full-sized floor to ceiling windows, high-specification finish stylish integrated kitchen, spacious master bedroom with fitted wardrobes and modern bathroom suite with Jack and Jill.Residents benefit from a 24hr concierge service and amenities including a gym, screening room, private dining room and terrace space set on the 7th floor. The neighbourhood offers a wide mix of smart, award-winning restaurants, independent bars, cafes and shops in the nearby Broadgate, Spitalfields Market and Devonshire Square. The apartment is a few minutes away from Liverpool Street Rail and Underground station providing access to Circle, Hammersmith & City, and Metropolitan Underground trains, London Overground (including Stanstead Express), Tfl Rail and the future Crossrail station. Trans from Liverpool Street link London with Cambridgeshire, Essex, Hertfordshire, Norfolk and Suffolk.One Crown boasts a fantastic location, a stone's throw from Liverpool Street Station (approximately 0.3 miles) and Moorgate Station (approximately 0.3 miles). The development has a high specification with comfort cooling and benefits from fantastic on site amenities which include 24 hour concierge residents' lounge, screening room, workhub, gym, private dining room, treatment room and communal terrace."
"Room in a Shared House, Scarborough Street, E1",E1,£780.00,£180.00,6,4,1,London,£780.00,£780.00,Yes,-,Yes,No,No,No,Today,5 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-scarborough-street-e1/2219629,,"Double room available in E1 Aldgate East near Tower BridgeDouble bedroomFor Female onlyAll bills & internet including.The room comes fully furnished double bed, bedside, wardrobe, desk & chair, chest of drawers.Transport link:2 mins walk to Tower Gateway DLR station5 mins walk to Aldgate East stationThe kitchen is fully equipped and includes oven, fridge, microwave, toaster, kettle, mixer, dining set & cutlery, dining table & chairs, washing machine etc.TRANSPORTATION2 mins walk to Tower Gateway DLR3 mins Aldgate East underground5 min away from Central LondonWalking distance to Tower Bridge, Aldgate, Liverpool Street, Central London"
"1 Bed Flat, Whitechapel High St, E1",E1,"£4,500.00","£1,038.46",1,1,2,London,£0.00,"£4,500.00",Yes,-,No,No,No,No,Today,1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-whitechapel-high-st-e1/2207288,,"Experience London City With This Cosy and Centrally-Located ApartmentBright & Modern 1-bedroom Apartment!Just 2 seconds from the tube, convenience is at your doorstep.This sleek apartment offers stylish interiors, ample natural light and all the modern amenities you need for a comfortable stay.Perfectly located in the vibrant E1 area, you’ll have easy access to local shops, cafes and cultural hotspots.Ideal for professional and couples seeking a chic and convenient London base."
"Room in a Shared Flat, Leman Street, E1",E1,"£1,387.00",£320.08,3,2,1,London,"£1,600.38","£1,387.00",Yes,-,Yes,Yes,Yes,No,Today,1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-leman-street-e1/2208415,,"Hello . I’m looking for someone to take over my lease from Sep 21st 2024 to Sep 4th 2025. The apartment is a 3 beds 2 baths flat with shared kitchen. My room is an en-suite with shower.Very convenient location, 5 mins walk from Aldgate East , 15 mins walk from Spitalfields market.Single person only. Electricity bill partly covered, less than 5 pounds during summer and 10-20 pounds during winter."
"1 Bed Flat, Cashmere House, E1",E1,"£3,500.00",£807.69,1,2,2,London,"£4,038.46","£3,500.00",No,-,Yes,Yes,Yes,No,"16 September, 2024",6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-cashmere-house-e1/2142351,,"Available From 16/09/2024A luxury one bedroom, one bathroom apartment set within Goodman's Fields, Berkeley Homes’ latest flagship development located in this fantastic E1 central London location. This designer furnished two bedroom property benefits from a spacious living room, fully integrated high specification kitchen with built in appliances, built-in wardrobes, a guest toilet, and a luxury ensuite bathroom.Residents enjoy a private gymnasium, swimming pool, spa facilities, private cinema, two acres of carefully manicured gardens, access to a business lounge and 24-hour concierge. Goodman's Fields is ideally placed for an unrivalled selection of local amenities and excellent transport links, being only 300 meters from Aldgate station."
"2 Bed Flat, District Court, E1",E1,"£3,600.00",£830.77,2,2,2,London,"£4,153.84","£3,600.00",Yes,-,Yes,No,No,No,"09 November, 2024",12 Months,Yes,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-district-court-e1/2211451,,"Welcome all,++++Listed today is a fantastic example of a luxury apartment in the heart of the city, amazing spec. Amazing flat all roundThis abode is perfect for those who work in the city of London, not much is need to be said.Spec consists and is not limited to of underfloor heating and an amazing winter gardenWe are looking for 2 tenants, preferably professionalsAll bills inc (council tax, gas, electricity, thames water, broadband)++++About us**direct landlord / no agency fees, no clearing fees**We are a family business in the property market extending 3generations - 'our word is our bond'We are not looking for just ‘a tenant’, if you are happy with our service and property hopefully you never have to worry about accommodation in London again. A good transparent relationship is what we strive for where we try to help each other as much as possible. Sounds cliché but ‘your home is our home’Best regards,Navid Sheikh"
"2 Bed Flat, Folgate Street, E1",E1,"£3,400.00",£784.62,2,2,2,London,"£3,400.00","£3,400.00",No,-,No,Yes,No,Yes,"12 October, 2024",6 Months,No,No,No,Unfurnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-folgate-street-e1/2216993,,"FOLGATE STREET, E1Recently renovatedPrivate south facing balconyLight filled open plan living area24 hour concierge and securityIncredible transport linksAttractive communal gardensEXCELLENT LOCATIONRecently renovated and well maintained 2 bedroom, 2 bathroom spacious south facing apartment with large open plan living area, separate kitchen, and private balcony, situated in one of the most desirable areas of central London in the heart of Spitalfields and the City, and a short walking distance of Brick Lane and Shoreditch.The apartment is over 770sqft - please see floorplan - and includes two generously sized double bedrooms, one of which benefits from built in wardrobes and an en-suite shower room. There is also a family bathroom suite and both bathrooms have been recently and stylishly renovated. There is an expansive and welcoming sunlit living area with room to dine and access to a private south facing balcony. The fully equipped kitchen is adjacent to the living area with modern integrated appliances. Additional built-in storage also available. New wooden flooring throughout. Set on the first floor in a modern, secure building with well-maintained common areas, lift access to all floors, 24 hour concierge and security. The attractive and tranquil communal Elder Gardens are also just a stone’s throw away.Residents benefit from excellent transport links (being within 5 minutes walking distance of several stations, Liverpool Street, Shoreditch High Street and Aldgate East) and proximity to superb amenities and attractions (including the adjacent Old Spitalfields Market with its famous food court, antiques and arts markets, and the exciting neighbourhoods of Brick Lane and Shoreditch, renowned for their cultural scene, galleries, eclectic dining and wide array of bars and restaurants).Viewing highly recommended. Available from mid-October."
